Country,REF_AREA,Indicator,Time period, Child Mortality Rate,UNIT_MEASURE:Unit of measure
Mauritania,MRT, Child mortality rate (aged 1-4 years),2000,38.47012882,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritania,MRT, Child mortality rate (aged 1-4 years),2005,23.75381735,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritania,MRT, Child mortality rate (aged 1-4 years),2010,15.72274037,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritania,MRT, Child mortality rate (aged 1-4 years),2015,12.14730946,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritania,MRT, Child mortality rate (aged 1-4 years),2017,10.84246923,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritania,MRT, Child mortality rate (aged 1-4 years),2019,9.663351662,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritius,MUS, Child mortality rate (aged 1-4 years),2000,2.269244422,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritius,MUS, Child mortality rate (aged 1-4 years),2005,2.284182819,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritius,MUS, Child mortality rate (aged 1-4 years),2010,2.1001387,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritius,MUS, Child mortality rate (aged 1-4 years),2015,1.741660516,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritius,MUS, Child mortality rate (aged 1-4 years),2017,1.586098474,D_PER_1000_1: Deaths per 1000 children aged 1
Mauritius,MUS, Child mortality rate (aged 1-4 years),2019,1.474838776,D_PER_1000_1: Deaths per 1000 children aged 1
Malawi,MWI, Child mortality rate (aged 1-4 years),2000,82.3988169,D_PER_1000_1: Deaths per 1000 children aged 1
Malawi,MWI, Child mortality rate (aged 1-4 years),2005,48.66046541,D_PER_1000_1: Deaths per 1000 children aged 1
Malawi,MWI, Child mortality rate (aged 1-4 years),2010,32.69321227,D_PER_1000_1: Deaths per 1000 children aged 1
Malawi,MWI, Child mortality rate (aged 1-4 years),2015,18.73216157,D_PER_1000_1: Deaths per 1000 children aged 1
Malawi,MWI, Child mortality rate (aged 1-4 years),2017,15.72209519,D_PER_1000_1: Deaths per 1000 children aged 1
Malawi,MWI, Child mortality rate (aged 1-4 years),2019,12.95215369,D_PER_1000_1: Deaths per 1000 children aged 1
Malaysia,MYS, Child mortality rate (aged 1-4 years),2000,1.458590043,D_PER_1000_1: Deaths per 1000 children aged 1
Malaysia,MYS, Child mortality rate (aged 1-4 years),2005,1.1919934,D_PER_1000_1: Deaths per 1000 children aged 1
Malaysia,MYS, Child mortality rate (aged 1-4 years),2010,1.182502852,D_PER_1000_1: Deaths per 1000 children aged 1
Malaysia,MYS, Child mortality rate (aged 1-4 years),2015,1.185086855,D_PER_1000_1: Deaths per 1000 children aged 1
Malaysia,MYS, Child mortality rate (aged 1-4 years),2017,1.178097049,D_PER_1000_1: Deaths per 1000 children aged 1
Malaysia,MYS, Child mortality rate (aged 1-4 years),2019,1.14642913,D_PER_1000_1: Deaths per 1000 children aged 1
Namibia,NAM, Child mortality rate (aged 1-4 years),2000,33.60502539,D_PER_1000_1: Deaths per 1000 children aged 1
Namibia,NAM, Child mortality rate (aged 1-4 years),2005,32.60175851,D_PER_1000_1: Deaths per 1000 children aged 1
Namibia,NAM, Child mortality rate (aged 1-4 years),2010,12.90502312,D_PER_1000_1: Deaths per 1000 children aged 1
Namibia,NAM, Child mortality rate (aged 1-4 years),2015,13.42357677,D_PER_1000_1: Deaths per 1000 children aged 1
Namibia,NAM, Child mortality rate (aged 1-4 years),2017,12.81270219,D_PER_1000_1: Deaths per 1000 children aged 1
Namibia,NAM, Child mortality rate (aged 1-4 years),2019,11.48192961,D_PER_1000_1: Deaths per 1000 children aged 1
Niger,NER, Child mortality rate (aged 1-4 years),2000,144.4695785,D_PER_1000_1: Deaths per 1000 children aged 1
Niger,NER, Child mortality rate (aged 1-4 years),2005,100.7709717,D_PER_1000_1: Deaths per 1000 children aged 1
Niger,NER, Child mortality rate (aged 1-4 years),2010,72.19576381,D_PER_1000_1: Deaths per 1000 children aged 1
Niger,NER, Child mortality rate (aged 1-4 years),2015,62.73737904,D_PER_1000_1: Deaths per 1000 children aged 1
Niger,NER, Child mortality rate (aged 1-4 years),2017,61.45350699,D_PER_1000_1: Deaths per 1000 children aged 1
Niger,NER, Child mortality rate (aged 1-4 years),2019,60.49626797,D_PER_1000_1: Deaths per 1000 children aged 1
Nigeria,NGA, Child mortality rate (aged 1-4 years),2000,81.80671113,D_PER_1000_1: Deaths per 1000 children aged 1
Nigeria,NGA, Child mortality rate (aged 1-4 years),2005,66.4163609,D_PER_1000_1: Deaths per 1000 children aged 1
Nigeria,NGA, Child mortality rate (aged 1-4 years),2010,56.01934057,D_PER_1000_1: Deaths per 1000 children aged 1
Nigeria,NGA, Child mortality rate (aged 1-4 years),2015,51.18770536,D_PER_1000_1: Deaths per 1000 children aged 1
Nigeria,NGA, Child mortality rate (aged 1-4 years),2017,49.12345479,D_PER_1000_1: Deaths per 1000 children aged 1
Nigeria,NGA, Child mortality rate (aged 1-4 years),2019,46.28684617,D_PER_1000_1: Deaths per 1000 children aged 1
Nicaragua,NIC, Child mortality rate (aged 1-4 years),2000,7.487135858,D_PER_1000_1: Deaths per 1000 children aged 1
Nicaragua,NIC, Child mortality rate (aged 1-4 years),2005,5.188604241,D_PER_1000_1: Deaths per 1000 children aged 1
Nicaragua,NIC, Child mortality rate (aged 1-4 years),2010,3.758901854,D_PER_1000_1: Deaths per 1000 children aged 1
Nicaragua,NIC, Child mortality rate (aged 1-4 years),2015,2.737936468,D_PER_1000_1: Deaths per 1000 children aged 1
Nicaragua,NIC, Child mortality rate (aged 1-4 years),2017,2.388319417,D_PER_1000_1: Deaths per 1000 children aged 1
Nicaragua,NIC, Child mortality rate (aged 1-4 years),2019,2.103890269,D_PER_1000_1: Deaths per 1000 children aged 1
Netherlands,NLD, Child mortality rate (aged 1-4 years),2000,1.060657795,D_PER_1000_1: Deaths per 1000 children aged 1
Netherlands,NLD, Child mortality rate (aged 1-4 years),2005,0.869197359,D_PER_1000_1: Deaths per 1000 children aged 1
Netherlands,NLD, Child mortality rate (aged 1-4 years),2010,0.685482391,D_PER_1000_1: Deaths per 1000 children aged 1
Netherlands,NLD, Child mortality rate (aged 1-4 years),2015,0.592840723,D_PER_1000_1: Deaths per 1000 children aged 1
Netherlands,NLD, Child mortality rate (aged 1-4 years),2017,0.575280162,D_PER_1000_1: Deaths per 1000 children aged 1
Netherlands,NLD, Child mortality rate (aged 1-4 years),2019,0.563091032,D_PER_1000_1: Deaths per 1000 children aged 1
Norway,NOR, Child mortality rate (aged 1-4 years),2000,0.922392794,D_PER_1000_1: Deaths per 1000 children aged 1
Norway,NOR, Child mortality rate (aged 1-4 years),2005,0.764610253,D_PER_1000_1: Deaths per 1000 children aged 1
Norway,NOR, Child mortality rate (aged 1-4 years),2010,0.613191998,D_PER_1000_1: Deaths per 1000 children aged 1
Norway,NOR, Child mortality rate (aged 1-4 years),2015,0.505478862,D_PER_1000_1: Deaths per 1000 children aged 1
Norway,NOR, Child mortality rate (aged 1-4 years),2017,0.470742278,D_PER_1000_1: Deaths per 1000 children aged 1
Norway,NOR, Child mortality rate (aged 1-4 years),2019,0.435525391,D_PER_1000_1: Deaths per 1000 children aged 1
Nepal,NPL, Child mortality rate (aged 1-4 years),2000,21.71139923,D_PER_1000_1: Deaths per 1000 children aged 1
Nepal,NPL, Child mortality rate (aged 1-4 years),2005,14.10652367,D_PER_1000_1: Deaths per 1000 children aged 1
Nepal,NPL, Child mortality rate (aged 1-4 years),2010,9.615220279,D_PER_1000_1: Deaths per 1000 children aged 1
Nepal,NPL, Child mortality rate (aged 1-4 years),2015,6.540492226,D_PER_1000_1: Deaths per 1000 children aged 1
Nepal,NPL, Child mortality rate (aged 1-4 years),2017,5.640148316,D_PER_1000_1: Deaths per 1000 children aged 1
Nepal,NPL, Child mortality rate (aged 1-4 years),2019,4.956833526,D_PER_1000_1: Deaths per 1000 children aged 1
New Zealand,NZL, Child mortality rate (aged 1-4 years),2000,1.304463812,D_PER_1000_1: Deaths per 1000 children aged 1
New Zealand,NZL, Child mortality rate (aged 1-4 years),2005,1.156587198,D_PER_1000_1: Deaths per 1000 children aged 1
New Zealand,NZL, Child mortality rate (aged 1-4 years),2010,1.071268813,D_PER_1000_1: Deaths per 1000 children aged 1
New Zealand,NZL, Child mortality rate (aged 1-4 years),2015,0.93344794,D_PER_1000_1: Deaths per 1000 children aged 1
New Zealand,NZL, Child mortality rate (aged 1-4 years),2017,0.874303134,D_PER_1000_1: Deaths per 1000 children aged 1
New Zealand,NZL, Child mortality rate (aged 1-4 years),2019,0.826647387,D_PER_1000_1: Deaths per 1000 children aged 1
Oman,OMN, Child mortality rate (aged 1-4 years),2000,2.323120676,D_PER_1000_1: Deaths per 1000 children aged 1
Oman,OMN, Child mortality rate (aged 1-4 years),2005,1.79404198,D_PER_1000_1: Deaths per 1000 children aged 1
Oman,OMN, Child mortality rate (aged 1-4 years),2010,1.658115915,D_PER_1000_1: Deaths per 1000 children aged 1
Oman,OMN, Child mortality rate (aged 1-4 years),2015,1.585637663,D_PER_1000_1: Deaths per 1000 children aged 1
Oman,OMN, Child mortality rate (aged 1-4 years),2017,1.561581303,D_PER_1000_1: Deaths per 1000 children aged 1
Oman,OMN, Child mortality rate (aged 1-4 years),2019,1.514279834,D_PER_1000_1: Deaths per 1000 children aged 1
Pakistan,PAK, Child mortality rate (aged 1-4 years),2000,25.46475676,D_PER_1000_1: Deaths per 1000 children aged 1
Pakistan,PAK, Child mortality rate (aged 1-4 years),2005,21.39089337,D_PER_1000_1: Deaths per 1000 children aged 1
Pakistan,PAK, Child mortality rate (aged 1-4 years),2010,18.30972005,D_PER_1000_1: Deaths per 1000 children aged 1
Pakistan,PAK, Child mortality rate (aged 1-4 years),2015,14.89082911,D_PER_1000_1: Deaths per 1000 children aged 1
Pakistan,PAK, Child mortality rate (aged 1-4 years),2017,13.58475918,D_PER_1000_1: Deaths per 1000 children aged 1
Pakistan,PAK, Child mortality rate (aged 1-4 years),2019,12.33443469,D_PER_1000_1: Deaths per 1000 children aged 1
Panama,PAN, Child mortality rate (aged 1-4 years),2000,4.173659241,D_PER_1000_1: Deaths per 1000 children aged 1
Panama,PAN, Child mortality rate (aged 1-4 years),2005,3.512630008,D_PER_1000_1: Deaths per 1000 children aged 1
Panama,PAN, Child mortality rate (aged 1-4 years),2010,2.92328947,D_PER_1000_1: Deaths per 1000 children aged 1
Panama,PAN, Child mortality rate (aged 1-4 years),2015,2.412550358,D_PER_1000_1: Deaths per 1000 children aged 1
Panama,PAN, Child mortality rate (aged 1-4 years),2017,2.254670264,D_PER_1000_1: Deaths per 1000 children aged 1
Panama,PAN, Child mortality rate (aged 1-4 years),2019,2.096321679,D_PER_1000_1: Deaths per 1000 children aged 1
Peru,PER, Child mortality rate (aged 1-4 years),2000,9.14365403,D_PER_1000_1: Deaths per 1000 children aged 1
Peru,PER, Child mortality rate (aged 1-4 years),2005,6.042344853,D_PER_1000_1: Deaths per 1000 children aged 1
Peru,PER, Child mortality rate (aged 1-4 years),2010,4.523110865,D_PER_1000_1: Deaths per 1000 children aged 1
Peru,PER, Child mortality rate (aged 1-4 years),2015,3.748971952,D_PER_1000_1: Deaths per 1000 children aged 1
Peru,PER, Child mortality rate (aged 1-4 years),2017,3.554385923,D_PER_1000_1: Deaths per 1000 children aged 1
Peru,PER, Child mortality rate (aged 1-4 years),2019,3.377490136,D_PER_1000_1: Deaths per 1000 children aged 1
Philippines,PHL, Child mortality rate (aged 1-4 years),2000,9.266591303,D_PER_1000_1: Deaths per 1000 children aged 1
Philippines,PHL, Child mortality rate (aged 1-4 years),2005,7.987524475,D_PER_1000_1: Deaths per 1000 children aged 1
Philippines,PHL, Child mortality rate (aged 1-4 years),2010,7.122069869,D_PER_1000_1: Deaths per 1000 children aged 1
Philippines,PHL, Child mortality rate (aged 1-4 years),2015,6.480419191,D_PER_1000_1: Deaths per 1000 children aged 1
Philippines,PHL, Child mortality rate (aged 1-4 years),2017,6.132814718,D_PER_1000_1: Deaths per 1000 children aged 1
Philippines,PHL, Child mortality rate (aged 1-4 years),2019,5.770196821,D_PER_1000_1: Deaths per 1000 children aged 1
Papua New Guinea,PNG, Child mortality rate (aged 1-4 years),2000,18.51989961,D_PER_1000_1: Deaths per 1000 children aged 1
Papua New Guinea,PNG, Child mortality rate (aged 1-4 years),2005,16.14607856,D_PER_1000_1: Deaths per 1000 children aged 1
Papua New Guinea,PNG, Child mortality rate (aged 1-4 years),2010,13.62374295,D_PER_1000_1: Deaths per 1000 children aged 1
Papua New Guinea,PNG, Child mortality rate (aged 1-4 years),2015,11.29007991,D_PER_1000_1: Deaths per 1000 children aged 1
Papua New Guinea,PNG, Child mortality rate (aged 1-4 years),2017,10.39543047,D_PER_1000_1: Deaths per 1000 children aged 1
Papua New Guinea,PNG, Child mortality rate (aged 1-4 years),2019,9.503940635,D_PER_1000_1: Deaths per 1000 children aged 1
Poland,POL, Child mortality rate (aged 1-4 years),2000,1.238901914,D_PER_1000_1: Deaths per 1000 children aged 1
Poland,POL, Child mortality rate (aged 1-4 years),2005,1.024846684,D_PER_1000_1: Deaths per 1000 children aged 1
Poland,POL, Child mortality rate (aged 1-4 years),2010,0.823023632,D_PER_1000_1: Deaths per 1000 children aged 1
Poland,POL, Child mortality rate (aged 1-4 years),2015,0.68617317,D_PER_1000_1: Deaths per 1000 children aged 1
Poland,POL, Child mortality rate (aged 1-4 years),2017,0.658262473,D_PER_1000_1: Deaths per 1000 children aged 1
Poland,POL, Child mortality rate (aged 1-4 years),2019,0.62907439,D_PER_1000_1: Deaths per 1000 children aged 1
"Korea, Democratic People's Republic of",PRK, Child mortality rate (aged 1-4 years),2000,16.29696034,D_PER_1000_1: Deaths per 1000 children aged 1
"Korea, Democratic People's Republic of",PRK, Child mortality rate (aged 1-4 years),2005,6.724488522,D_PER_1000_1: Deaths per 1000 children aged 1
"Korea, Democratic People's Republic of",PRK, Child mortality rate (aged 1-4 years),2010,6.643118871,D_PER_1000_1: Deaths per 1000 children aged 1
"Korea, Democratic People's Republic of",PRK, Child mortality rate (aged 1-4 years),2015,5.20917609,D_PER_1000_1: Deaths per 1000 children aged 1
"Korea, Democratic People's Republic of",PRK, Child mortality rate (aged 1-4 years),2017,4.738055886,D_PER_1000_1: Deaths per 1000 children aged 1
"Korea, Democratic People's Republic of",PRK, Child mortality rate (aged 1-4 years),2019,4.31981463,D_PER_1000_1: Deaths per 1000 children aged 1
Portugal,PRT, Child mortality rate (aged 1-4 years),2000,1.671083897,D_PER_1000_1: Deaths per 1000 children aged 1
Portugal,PRT, Child mortality rate (aged 1-4 years),2005,1.007594105,D_PER_1000_1: Deaths per 1000 children aged 1
Portugal,PRT, Child mortality rate (aged 1-4 years),2010,0.760123367,D_PER_1000_1: Deaths per 1000 children aged 1
Portugal,PRT, Child mortality rate (aged 1-4 years),2015,0.680395668,D_PER_1000_1: Deaths per 1000 children aged 1
Portugal,PRT, Child mortality rate (aged 1-4 years),2017,0.66613241,D_PER_1000_1: Deaths per 1000 children aged 1
Portugal,PRT, Child mortality rate (aged 1-4 years),2019,0.623507642,D_PER_1000_1: Deaths per 1000 children aged 1
Paraguay,PRY, Child mortality rate (aged 1-4 years),2000,6.08105154,D_PER_1000_1: Deaths per 1000 children aged 1
Paraguay,PRY, Child mortality rate (aged 1-4 years),2005,5.097864885,D_PER_1000_1: Deaths per 1000 children aged 1
Paraguay,PRY, Child mortality rate (aged 1-4 years),2010,4.163075512,D_PER_1000_1: Deaths per 1000 children aged 1
Paraguay,PRY, Child mortality rate (aged 1-4 years),2015,3.356659344,D_PER_1000_1: Deaths per 1000 children aged 1
Paraguay,PRY, Child mortality rate (aged 1-4 years),2017,3.093605326,D_PER_1000_1: Deaths per 1000 children aged 1
Paraguay,PRY, Child mortality rate (aged 1-4 years),2019,2.839988143,D_PER_1000_1: Deaths per 1000 children aged 1
Qatar,QAT, Child mortality rate (aged 1-4 years),2000,1.759831451,D_PER_1000_1: Deaths per 1000 children aged 1
Qatar,QAT, Child mortality rate (aged 1-4 years),2005,1.492541313,D_PER_1000_1: Deaths per 1000 children aged 1
Qatar,QAT, Child mortality rate (aged 1-4 years),2010,1.323101889,D_PER_1000_1: Deaths per 1000 children aged 1
Qatar,QAT, Child mortality rate (aged 1-4 years),2015,1.12908682,D_PER_1000_1: Deaths per 1000 children aged 1
Qatar,QAT, Child mortality rate (aged 1-4 years),2017,1.009105954,D_PER_1000_1: Deaths per 1000 children aged 1
Qatar,QAT, Child mortality rate (aged 1-4 years),2019,0.883349312,D_PER_1000_1: Deaths per 1000 children aged 1
Romania,ROU, Child mortality rate (aged 1-4 years),2000,3.502910642,D_PER_1000_1: Deaths per 1000 children aged 1
Romania,ROU, Child mortality rate (aged 1-4 years),2005,2.724933949,D_PER_1000_1: Deaths per 1000 children aged 1
Romania,ROU, Child mortality rate (aged 1-4 years),2010,1.861866193,D_PER_1000_1: Deaths per 1000 children aged 1
Romania,ROU, Child mortality rate (aged 1-4 years),2015,1.512056098,D_PER_1000_1: Deaths per 1000 children aged 1
Romania,ROU, Child mortality rate (aged 1-4 years),2017,1.354163446,D_PER_1000_1: Deaths per 1000 children aged 1
Romania,ROU, Child mortality rate (aged 1-4 years),2019,1.245422055,D_PER_1000_1: Deaths per 1000 children aged 1
Russia,RUS, Child mortality rate (aged 1-4 years),2000,3.887034015,D_PER_1000_1: Deaths per 1000 children aged 1
Russia,RUS, Child mortality rate (aged 1-4 years),2005,2.75998675,D_PER_1000_1: Deaths per 1000 children aged 1
Russia,RUS, Child mortality rate (aged 1-4 years),2010,2.061047886,D_PER_1000_1: Deaths per 1000 children aged 1
Russia,RUS, Child mortality rate (aged 1-4 years),2015,1.622965299,D_PER_1000_1: Deaths per 1000 children aged 1
Russia,RUS, Child mortality rate (aged 1-4 years),2017,1.353654285,D_PER_1000_1: Deaths per 1000 children aged 1
Russia,RUS, Child mortality rate (aged 1-4 years),2019,1.143063894,D_PER_1000_1: Deaths per 1000 children aged 1
Rwanda,RWA, Child mortality rate (aged 1-4 years),2000,85.19051763,D_PER_1000_1: Deaths per 1000 children aged 1
Rwanda,RWA, Child mortality rate (aged 1-4 years),2005,42.35911888,D_PER_1000_1: Deaths per 1000 children aged 1
Rwanda,RWA, Child mortality rate (aged 1-4 years),2010,20.6249416,D_PER_1000_1: Deaths per 1000 children aged 1
Rwanda,RWA, Child mortality rate (aged 1-4 years),2015,13.49684991,D_PER_1000_1: Deaths per 1000 children aged 1
Rwanda,RWA, Child mortality rate (aged 1-4 years),2017,12.11928073,D_PER_1000_1: Deaths per 1000 children aged 1
Rwanda,RWA, Child mortality rate (aged 1-4 years),2019,11.25674853,D_PER_1000_1: Deaths per 1000 children aged 1
Saudi Arabia,SAU, Child mortality rate (aged 1-4 years),2000,3.332169487,D_PER_1000_1: Deaths per 1000 children aged 1
Saudi Arabia,SAU, Child mortality rate (aged 1-4 years),2005,2.342956866,D_PER_1000_1: Deaths per 1000 children aged 1
Saudi Arabia,SAU, Child mortality rate (aged 1-4 years),2010,1.727357319,D_PER_1000_1: Deaths per 1000 children aged 1
Saudi Arabia,SAU, Child mortality rate (aged 1-4 years),2015,1.31556287,D_PER_1000_1: Deaths per 1000 children aged 1
Saudi Arabia,SAU, Child mortality rate (aged 1-4 years),2017,1.179223352,D_PER_1000_1: Deaths per 1000 children aged 1
Saudi Arabia,SAU, Child mortality rate (aged 1-4 years),2019,1.067461161,D_PER_1000_1: Deaths per 1000 children aged 1
Sudan,SDN, Child mortality rate (aged 1-4 years),2000,40.1218684,D_PER_1000_1: Deaths per 1000 children aged 1
Sudan,SDN, Child mortality rate (aged 1-4 years),2005,32.26634942,D_PER_1000_1: Deaths per 1000 children aged 1
Sudan,SDN, Child mortality rate (aged 1-4 years),2010,26.35561442,D_PER_1000_1: Deaths per 1000 children aged 1
Sudan,SDN, Child mortality rate (aged 1-4 years),2015,21.74906519,D_PER_1000_1: Deaths per 1000 children aged 1
Sudan,SDN, Child mortality rate (aged 1-4 years),2017,19.89561894,D_PER_1000_1: Deaths per 1000 children aged 1
Sudan,SDN, Child mortality rate (aged 1-4 years),2019,18.19942673,D_PER_1000_1: Deaths per 1000 children aged 1
Senegal,SEN, Child mortality rate (aged 1-4 years),2000,66.47016978,D_PER_1000_1: Deaths per 1000 children aged 1
Senegal,SEN, Child mortality rate (aged 1-4 years),2005,40.65808969,D_PER_1000_1: Deaths per 1000 children aged 1
Senegal,SEN, Child mortality rate (aged 1-4 years),2010,24.8061946,D_PER_1000_1: Deaths per 1000 children aged 1
Senegal,SEN, Child mortality rate (aged 1-4 years),2015,16.0309225,D_PER_1000_1: Deaths per 1000 children aged 1
Senegal,SEN, Child mortality rate (aged 1-4 years),2017,13.36644807,D_PER_1000_1: Deaths per 1000 children aged 1
Senegal,SEN, Child mortality rate (aged 1-4 years),2019,11.29045909,D_PER_1000_1: Deaths per 1000 children aged 1
Singapore,SGP, Child mortality rate (aged 1-4 years),2000,0.837005848,D_PER_1000_1: Deaths per 1000 children aged 1
Singapore,SGP, Child mortality rate (aged 1-4 years),2005,0.627812493,D_PER_1000_1: Deaths per 1000 children aged 1
Singapore,SGP, Child mortality rate (aged 1-4 years),2010,0.578783122,D_PER_1000_1: Deaths per 1000 children aged 1
Singapore,SGP, Child mortality rate (aged 1-4 years),2015,0.519805083,D_PER_1000_1: Deaths per 1000 children aged 1
Singapore,SGP, Child mortality rate (aged 1-4 years),2017,0.486340368,D_PER_1000_1: Deaths per 1000 children aged 1
Singapore,SGP, Child mortality rate (aged 1-4 years),2019,0.426018286,D_PER_1000_1: Deaths per 1000 children aged 1
Solomon Islands,SLB, Child mortality rate (aged 1-4 years),2000,5.302729557,D_PER_1000_1: Deaths per 1000 children aged 1
Solomon Islands,SLB, Child mortality rate (aged 1-4 years),2005,4.931008501,D_PER_1000_1: Deaths per 1000 children aged 1
Solomon Islands,SLB, Child mortality rate (aged 1-4 years),2010,4.263467574,D_PER_1000_1: Deaths per 1000 children aged 1
Solomon Islands,SLB, Child mortality rate (aged 1-4 years),2015,3.47579264,D_PER_1000_1: Deaths per 1000 children aged 1
Solomon Islands,SLB, Child mortality rate (aged 1-4 years),2017,3.206446739,D_PER_1000_1: Deaths per 1000 children aged 1
Solomon Islands,SLB, Child mortality rate (aged 1-4 years),2019,2.960557627,D_PER_1000_1: Deaths per 1000 children aged 1
Sierra Leone,SLE, Child mortality rate (aged 1-4 years),2000,101.2948918,D_PER_1000_1: Deaths per 1000 children aged 1
Sierra Leone,SLE, Child mortality rate (aged 1-4 years),2005,82.12049516,D_PER_1000_1: Deaths per 1000 children aged 1
Sierra Leone,SLE, Child mortality rate (aged 1-4 years),2010,60.32079969,D_PER_1000_1: Deaths per 1000 children aged 1
Sierra Leone,SLE, Child mortality rate (aged 1-4 years),2015,50.25215364,D_PER_1000_1: Deaths per 1000 children aged 1
Sierra Leone,SLE, Child mortality rate (aged 1-4 years),2017,37.01464629,D_PER_1000_1: Deaths per 1000 children aged 1
Sierra Leone,SLE, Child mortality rate (aged 1-4 years),2019,32.42385991,D_PER_1000_1: Deaths per 1000 children aged 1
El Salvador,SLV, Child mortality rate (aged 1-4 years),2000,5.903380711,D_PER_1000_1: Deaths per 1000 children aged 1
El Salvador,SLV, Child mortality rate (aged 1-4 years),2005,3.95903292,D_PER_1000_1: Deaths per 1000 children aged 1
El Salvador,SLV, Child mortality rate (aged 1-4 years),2010,2.834201633,D_PER_1000_1: Deaths per 1000 children aged 1
El Salvador,SLV, Child mortality rate (aged 1-4 years),2015,2.179920305,D_PER_1000_1: Deaths per 1000 children aged 1
El Salvador,SLV, Child mortality rate (aged 1-4 years),2017,2.013320551,D_PER_1000_1: Deaths per 1000 children aged 1
El Salvador,SLV, Child mortality rate (aged 1-4 years),2019,1.875743526,D_PER_1000_1: Deaths per 1000 children aged 1
Somalia,SOM, Child mortality rate (aged 1-4 years),2000,76.38105538,D_PER_1000_1: Deaths per 1000 children aged 1
Somalia,SOM, Child mortality rate (aged 1-4 years),2005,76.34015473,D_PER_1000_1: Deaths per 1000 children aged 1
Somalia,SOM, Child mortality rate (aged 1-4 years),2010,67.70642267,D_PER_1000_1: Deaths per 1000 children aged 1
Somalia,SOM, Child mortality rate (aged 1-4 years),2015,55.36889224,D_PER_1000_1: Deaths per 1000 children aged 1
Somalia,SOM, Child mortality rate (aged 1-4 years),2017,51.02417751,D_PER_1000_1: Deaths per 1000 children aged 1
Somalia,SOM, Child mortality rate (aged 1-4 years),2019,47.19781779,D_PER_1000_1: Deaths per 1000 children aged 1
Serbia,SRB, Child mortality rate (aged 1-4 years),2000,1.722558509,D_PER_1000_1: Deaths per 1000 children aged 1
Serbia,SRB, Child mortality rate (aged 1-4 years),2005,1.223269246,D_PER_1000_1: Deaths per 1000 children aged 1
Serbia,SRB, Child mortality rate (aged 1-4 years),2010,1.026797844,D_PER_1000_1: Deaths per 1000 children aged 1
Serbia,SRB, Child mortality rate (aged 1-4 years),2015,0.855650461,D_PER_1000_1: Deaths per 1000 children aged 1
Serbia,SRB, Child mortality rate (aged 1-4 years),2017,0.802913909,D_PER_1000_1: Deaths per 1000 children aged 1
Serbia,SRB, Child mortality rate (aged 1-4 years),2019,0.771311872,D_PER_1000_1: Deaths per 1000 children aged 1
South Sudan,SSD, Child mortality rate (aged 1-4 years),2000,81.33416011,D_PER_1000_1: Deaths per 1000 children aged 1
South Sudan,SSD, Child mortality rate (aged 1-4 years),2005,58.32665163,D_PER_1000_1: Deaths per 1000 children aged 1
South Sudan,SSD, Child mortality rate (aged 1-4 years),2010,42.5024321,D_PER_1000_1: Deaths per 1000 children aged 1
South Sudan,SSD, Child mortality rate (aged 1-4 years),2015,37.42937225,D_PER_1000_1: Deaths per 1000 children aged 1
South Sudan,SSD, Child mortality rate (aged 1-4 years),2017,37.4280925,D_PER_1000_1: Deaths per 1000 children aged 1
South Sudan,SSD, Child mortality rate (aged 1-4 years),2019,37.40143465,D_PER_1000_1: Deaths per 1000 children aged 1
Sao Tome and Principe,STP, Child mortality rate (aged 1-4 years),2000,29.46908616,D_PER_1000_1: Deaths per 1000 children aged 1
Sao Tome and Principe,STP, Child mortality rate (aged 1-4 years),2005,16.99675378,D_PER_1000_1: Deaths per 1000 children aged 1
Sao Tome and Principe,STP, Child mortality rate (aged 1-4 years),2010,8.744736454,D_PER_1000_1: Deaths per 1000 children aged 1
Sao Tome and Principe,STP, Child mortality rate (aged 1-4 years),2015,4.76045605,D_PER_1000_1: Deaths per 1000 children aged 1
Sao Tome and Principe,STP, Child mortality rate (aged 1-4 years),2017,4.068012465,D_PER_1000_1: Deaths per 1000 children aged 1
Sao Tome and Principe,STP, Child mortality rate (aged 1-4 years),2019,3.620107082,D_PER_1000_1: Deaths per 1000 children aged 1
Suriname,SUR, Child mortality rate (aged 1-4 years),2000,3.867771661,D_PER_1000_1: Deaths per 1000 children aged 1
Suriname,SUR, Child mortality rate (aged 1-4 years),2005,3.095415793,D_PER_1000_1: Deaths per 1000 children aged 1
Suriname,SUR, Child mortality rate (aged 1-4 years),2010,2.616853014,D_PER_1000_1: Deaths per 1000 children aged 1
Suriname,SUR, Child mortality rate (aged 1-4 years),2015,2.244233866,D_PER_1000_1: Deaths per 1000 children aged 1
Suriname,SUR, Child mortality rate (aged 1-4 years),2017,2.103150486,D_PER_1000_1: Deaths per 1000 children aged 1
Suriname,SUR, Child mortality rate (aged 1-4 years),2019,1.976321545,D_PER_1000_1: Deaths per 1000 children aged 1
Slovakia,SVK, Child mortality rate (aged 1-4 years),2000,1.578449442,D_PER_1000_1: Deaths per 1000 children aged 1
