Country,REF_AREA,Indicator,Time period,Maternal Mortality Rate
Sierra Leone,SLE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,1327.370509
Sierra Leone,SLE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,837.3540482
Sierra Leone,SLE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,588.3933994
Sierra Leone,SLE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,520.2838927
Sierra Leone,SLE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,435.2358541
El Salvador,SLV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,48.80820307
El Salvador,SLV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,35.35084218
El Salvador,SLV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,35.79718041
El Salvador,SLV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,44.3204875
El Salvador,SLV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,44.66425188
El Salvador,SLV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,38.85558985
Somalia,SOM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,1096.927293
Somalia,SOM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,1079.96484
Somalia,SOM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,963.1854378
Somalia,SOM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,760.9402725
Somalia,SOM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,683.2477238
Somalia,SOM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,606.2379996
Serbia,SRB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,17.8167782
Serbia,SRB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,16.12241049
Serbia,SRB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,14.23741314
Serbia,SRB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,12.68456513
Serbia,SRB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,12.00503243
Serbia,SRB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,10.47125001
South Sudan,SSD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,1686.560304
South Sudan,SSD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,1331.874121
South Sudan,SSD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,1059.818431
South Sudan,SSD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,1224.72223
South Sudan,SSD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,1251.626544
South Sudan,SSD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,1245.170575
Sao Tome and Principe,STP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,179.4976507
Sao Tome and Principe,STP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,159.6692738
Sao Tome and Principe,STP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,160.1782164
Sao Tome and Principe,STP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,139.2300501
Sao Tome and Principe,STP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,143.5097228
Sao Tome and Principe,STP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,142.4125317
Suriname,SUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,278.2363626
Suriname,SUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,190.242954
Suriname,SUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,138.3062861
Suriname,SUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,124.596284
Suriname,SUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,99.23461671
Suriname,SUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,100.0364618
Slovakia,SVK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,8.553773389
Slovakia,SVK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,7.436002868
Slovakia,SVK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,5.089490694
Slovakia,SVK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,4.88798515
Slovakia,SVK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,4.792917262
Slovakia,SVK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,4.856401853
Slovenia,SVN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,11.92771588
Slovenia,SVN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,9.243438182
Slovenia,SVN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,6.036748049
Slovenia,SVN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,5.038283354
Slovenia,SVN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,4.43436411
Slovenia,SVN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,3.467772049
Sweden,SWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,6.146376979
Sweden,SWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,5.080042671
Sweden,SWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,4.530807221
Sweden,SWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,4.446441075
Sweden,SWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,4.512488274
Sweden,SWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,4.529161175
Swaziland,SWZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,588.3451001
Swaziland,SWZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,677.9958718
Swaziland,SWZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,671.5116627
Swaziland,SWZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,338.2243932
Swaziland,SWZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,236.9140718
Swaziland,SWZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,227.9945629
Seychelles,SYC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,44.31742759
Seychelles,SYC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,14.96467077
Seychelles,SYC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,8.202177003
Seychelles,SYC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,4.708368282
Seychelles,SYC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,4.62615644
Seychelles,SYC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,3.073124821
Syrian Arab Republic,SYR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,33.69794241
Syrian Arab Republic,SYR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,23.49587682
Syrian Arab Republic,SYR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,21.29792332
Syrian Arab Republic,SYR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,30.48260458
Syrian Arab Republic,SYR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,30.53497756
Syrian Arab Republic,SYR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,33.0446868
Chad,TCD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,1365.506822
Chad,TCD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,1241.206287
Chad,TCD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,1303.280078
Chad,TCD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,1125.372416
Chad,TCD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,1094.527643
Chad,TCD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,1047.296875
Togo,TGO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,479.3377735
Togo,TGO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,494.4518438
Togo,TGO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,530.2921383
Togo,TGO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,440.806044
Togo,TGO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,425.4296521
Togo,TGO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,418.2627524
Thailand,THA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,48.20742935
Thailand,THA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,39.52228161
Thailand,THA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,35.33444342
Thailand,THA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,30.15448592
Thailand,THA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,28.7306531
Thailand,THA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,28.83997474
Tajikistan,TJK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,67.51149961
Tajikistan,TJK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,44.28473014
Tajikistan,TJK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,31.87985678
Tajikistan,TJK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,20.37560608
Tajikistan,TJK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,18.19538469
Tajikistan,TJK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,16.36734806
Turkmenistan,TKM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,26.09749373
Turkmenistan,TKM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,16.76499039
Turkmenistan,TKM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,8.830766396
Turkmenistan,TKM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,5.761660945
Turkmenistan,TKM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,4.985302928
Turkmenistan,TKM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,4.9157993
Timor-Leste,TLS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,749.717556
Timor-Leste,TLS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,583.8714073
Timor-Leste,TLS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,376.2894351
Timor-Leste,TLS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,285.3486746
Timor-Leste,TLS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,256.1821769
Timor-Leste,TLS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,223.5369646
Tonga,TON," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,94.13625333
Tonga,TON," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,94.91312364
Tonga,TON," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,93.21016826
Tonga,TON," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,86.41176027
Tonga,TON," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,83.98709084
Tonga,TON," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,125.4006457
Trinidad and Tobago,TTO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,73.88451978
Trinidad and Tobago,TTO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,55.75126798
Trinidad and Tobago,TTO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,46.78089381
Trinidad and Tobago,TTO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,31.1438319
Trinidad and Tobago,TTO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,28.48673888
Trinidad and Tobago,TTO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,26.34571247
Tunisia,TUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,61.5245286
Tunisia,TUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,56.26467312
Tunisia,TUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,43.93077133
Tunisia,TUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,39.8127493
Tunisia,TUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,37.99606901
Tunisia,TUN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,39.81871168
Turkey,TUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,31.69900192
Turkey,TUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,25.40583451
Turkey,TUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,22.08130442
Turkey,TUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,19.38470618
Turkey,TUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,16.89570303
Turkey,TUR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,17.00892745
"Tanzania, United Republic of",TZA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,760.0802113
"Tanzania, United Republic of",TZA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,559.3930246
"Tanzania, United Republic of",TZA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,485.9243338
"Tanzania, United Republic of",TZA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,329.5463179
"Tanzania, United Republic of",TZA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,280.3737044
"Tanzania, United Republic of",TZA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,261.8508961
Uganda,UGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,461.4595128
Uganda,UGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,435.3547099
Uganda,UGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,371.9869868
Uganda,UGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,318.5236245
Uganda,UGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,312.8546054
Uganda,UGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,291.6416885
Ukraine,UKR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,35.83351248
Ukraine,UKR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,20.54598261
Ukraine,UKR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,16.89621851
Ukraine,UKR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,11.10547625
Ukraine,UKR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,10.5084445
Ukraine,UKR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,9.261322044
Uruguay,URY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,26.57347988
Uruguay,URY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,20.37538967
Uruguay,URY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,17.75719603
Uruguay,URY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,16.88646223
Uruguay,URY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,16.40263765
Uruguay,URY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,20.070677
United States,USA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,11.82541593
United States,USA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,13.28029528
United States,USA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,14.07504242
United States,USA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,17.37795317
United States,USA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,19.14315296
United States,USA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,19.85234627
Uzbekistan,UZB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,42.6469966
Uzbekistan,UZB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,45.11972579
Uzbekistan,UZB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,37.77096807
Uzbekistan,UZB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,30.68784441
Uzbekistan,UZB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,29.70988522
Uzbekistan,UZB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,29.83899905
Saint Vincent & the Grenadines,VCT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,76.40809172
Saint Vincent & the Grenadines,VCT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,53.63504195
Saint Vincent & the Grenadines,VCT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,44.62857038
Saint Vincent & the Grenadines,VCT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,36.31143981
Saint Vincent & the Grenadines,VCT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,34.79615538
Saint Vincent & the Grenadines,VCT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,65.47132851
Venezuela,VEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,92.40869862
Venezuela,VEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,95.36842402
Venezuela,VEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,112.2007116
Venezuela,VEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,125.7701215
Venezuela,VEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,174.8087089
Venezuela,VEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,176.5268353
Vietnam,VNM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,97.35673491
Vietnam,VNM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,78.28166581
Vietnam,VNM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,87.62042874
Vietnam,VNM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,109.1643886
Vietnam,VNM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,123.8282425
Vietnam,VNM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,133.7562681
Vanuatu,VUT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,108.7142964
Vanuatu,VUT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,97.53679485
Vanuatu,VUT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,93.05518044
Vanuatu,VUT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,91.89844516
Vanuatu,VUT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,94.29132547
Vanuatu,VUT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,92.77727411
Samoa,WSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,74.52372625
Samoa,WSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,62.07638485
Samoa,WSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,61.59520119
Samoa,WSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,58.00020453
Samoa,WSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,58.59188529
Samoa,WSM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,66.35196765
Yemen,YEM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,274.9769314
Yemen,YEM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,196.4777781
Yemen,YEM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,156.6495984
Yemen,YEM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,163.9296731
Yemen,YEM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,179.4664799
Yemen,YEM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,181.3321477
South Africa,ZAF," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,173.0239354
South Africa,ZAF," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,220.6493368
South Africa,ZAF," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,219.0612392
South Africa,ZAF," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,141.1590522
South Africa,ZAF," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,133.4352505
South Africa,ZAF," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,118.2704013
Zambia,ZMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,418.6942063
Zambia,ZMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,309.2504196
Zambia,ZMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,268.4940506
Zambia,ZMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,165.7262481
Zambia,ZMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,155.8233111
Zambia,ZMB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,128.8400589
Zimbabwe,ZWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,387.7503272
Zimbabwe,ZWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,533.0727717
Zimbabwe,ZWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,618.3297149
Zimbabwe,ZWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,408.1189828
Zimbabwe,ZWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,366.3810316
Zimbabwe,ZWE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,393.1762918
